,Unnamed: 0,text,label,tidy_tweet,tidy_tweet_tokens,tokens_no_stop
982,1367,RT @colonelkickhead: Kat is going to be so smug she's going to be declared the particularly smug mayor of smugtown on the isle of smuggy #M…,none,going smug going declared particularly smug mayor smugtown isle smuggy,"['go|VERB', 'smug|NOUN', 'going|NOUN', 'declare|VERB', 'particularly|ADV', 'smug|ADJ', 'mayor|NOUN']","['go|VERB', 'smug|NOUN', 'going|NOUN', 'declare|VERB', 'particularly|ADV', 'smug|ADJ', 'mayor|NOUN']"
983,1368,"Sympathy levels rising.... ""We're still two hot blondes"" &amp; it's gone... #mkr",sexism,sympathy levels rising still blondes gone,"['sympathy|NOUN', 'level|NOUN', 'rise|VERB', 'still|ADV', 'blonde|NOUN', 'go|VERB']","['sympathy|NOUN', 'level|NOUN', 'rise|VERB', 'still|ADV', 'blonde|NOUN', 'go|VERB']"
984,1369,RT @PatSherlock89: The promo bimbos are certainly annoying but Kat and Andre seem like truly objectionable people.. gross #mkr,sexism,promo bimbos certainly annoying andre seem like truly objectionable people gross,"['certainly|ADV', 'annoying|ADJ', 'andre|NOUN', 'seem|VERB', 'like|SCONJ', 'truly|ADV', 'objectionable|ADJ', 'people|NOUN', 'gross|ADJ']","['certainly|ADV', 'annoying|ADJ', 'andre|NOUN', 'seem|VERB', 'like|SCONJ', 'truly|ADV', 'objectionable|ADJ', 'people|NOUN', 'gross|ADJ']"
985,1372,"#mkr #KillerBlondes don't get ahead of yourselves, you've only proved you're not the worst",none,ahead yourselves only proved worst,"['ahead|ADV', 'only|ADV', 'prove|VERB', 'worst|ADV']","['ahead|ADV', 'prove|VERB', 'worst|ADV']"
986,1373,Kind of want to jump through my TV and punch Kat in the face. Hope other contestants vote strategically for her now. #bitch #mkr,sexism,kind want jump through punch face hope other contestants vote strategically,"['want|VERB', 'jump|VERB', 'through|ADP', 'punch|NOUN', 'face|NOUN', 'hope|VERB', 'other|ADJ', 'contestant|NOUN', 'vote|VERB', 'strategically|ADV']","['want|VERB', 'jump|VERB', 'punch|NOUN', 'face|NOUN', 'hope|VERB', 'contestant|NOUN', 'vote|VERB', 'strategically|ADV']"
987,1375,"This bitch has no right to talk about fair and has no right to celebrate, I hope that they crash and burn they don't deserve to be here #mkr",sexism,this bitch right talk about fair right celebrate hope that they crash burn they deserve here,"['this|DET', 'bitch|NOUN', 'right|ADJ', 'talk|NOUN', 'about|ADP', 'fair|ADJ', 'right|ADJ', 'celebrate|NOUN', 'hope|NOUN', 'that|SCONJ', 'crash|VERB', 'burn|NOUN', 'deserve|VERB', 'here|ADV']","['bitch|NOUN', 'right|ADJ', 'talk|NOUN', 'fair|ADJ', 'right|ADJ', 'celebrate|NOUN', 'hope|NOUN', 'crash|VERB', 'burn|NOUN', 'deserve|VERB']"
988,1376,I think the whole country hates #Kat right now #mkr,sexism,think whole country hates right,"['think|VERB', 'whole|ADJ', 'country|NOUN', 'hate|VERB', 'right|ADJ']","['think|VERB', 'whole|ADJ', 'country|NOUN', 'hate|VERB', 'right|ADJ']"
989,1377,The promo bimbos are certainly annoying but Kat and Andre seem like truly objectionable people.. gross #mkr,sexism,promo bimbos certainly annoying andre seem like truly objectionable people gross,"['certainly|ADV', 'annoying|ADJ', 'andre|NOUN', 'seem|VERB', 'like|SCONJ', 'truly|ADV', 'objectionable|ADJ', 'people|NOUN', 'gross|ADJ']","['certainly|ADV', 'annoying|ADJ', 'andre|NOUN', 'seem|VERB', 'like|SCONJ', 'truly|ADV', 'objectionable|ADJ', 'people|NOUN', 'gross|ADJ']"
990,1379,OMG I love the pommies!! (That's partly bc I am one) they are great! #pommiesForTheWin #mkr,none,love pommies that partly they great,"['love|NOUN', 'pommy|NOUN', 'that|DET', 'partly|ADV', 'great|ADV']","['love|NOUN', 'pommy|NOUN', 'partly|ADV', 'great|ADV']"
991,1380,#mkr she totally just got that juice out the bin didn't she !? Please tell me it wasn't only me who saw that!? #BinJuice,none,totally just that juice didn please tell wasn only that,"['totally|ADV', 'just|ADV', 'that|DET', 'juice|NOUN', 'please|INTJ', 'tell|VERB', 'only|ADV', 'that|DET']","['totally|ADV', 'juice|NOUN', 'please|INTJ', 'tell|VERB']"
992,1381,"RT @twista202: Kat and Andre are absolutely nasty. If you wanted to stay, you should have cooked well instead of resorting to low, unfair s…",none,andre absolutely nasty wanted stay should have cooked well instead resorting unfair,"['absolutely|ADV', 'want|VERB', 'stay|NOUN', 'should|VERB', 'have|AUX', 'cook|VERB', 'well|ADV', 'instead|ADV', 'resort|VERB', 'unfair|ADJ']","['absolutely|ADV', 'want|VERB', 'stay|NOUN', 'cook|VERB', 'well|ADV', 'instead|ADV', 'resort|VERB', 'unfair|ADJ']"
993,1382,Mmm bitter-sweet victory. The 'models' are toast but we still have Kat and Andre. #mkr,sexism,bitter sweet victory models toast still have andre,"['bitter|ADJ', 'sweet|ADJ', 'victory|NOUN', 'model|NOUN', 'toast|NOUN', 'still|ADV', 'have|AUX', 'andre|NOUN']","['bitter|ADJ', 'sweet|ADJ', 'victory|NOUN', 'model|NOUN', 'toast|NOUN', 'still|ADV', 'andre|NOUN']"
994,1383,Kat and Andre better fuck off this show quickly. Awful people #mkr,sexism,andre better fuck this show quickly awful people,"['well|ADV', 'fuck|DET', 'this|DET', 'show|NOUN', 'quickly|ADV', 'awful|ADJ', 'people|NOUN']","['well|ADV', 'fuck|DET', 'show|NOUN', 'quickly|ADV', 'awful|ADJ', 'people|NOUN']"
995,1386,"#cuntandandre unlike MH370, I can't wait to see you crash and burn. #mkr",sexism,unlike wait crash burn,"['unlike|ADP', 'wait|VERB', 'crash|NOUN', 'burn|NOUN']","['unlike|ADP', 'wait|VERB', 'crash|NOUN', 'burn|NOUN']"
996,1388,RT @Cymriaaa: OH MY GOD IF KAT STAYS IN I QUIT LIFE SHE DOESNT DESERVE IT SO HARD #MKR,sexism,stays quit life doesnt deserve hard,"['stay|VERB', 'life|NOUN', 'do|AUX', 'not|PART', 'deserve|VERB', 'hard|ADJ']","['stay|VERB', 'life|NOUN', 'deserve|VERB', 'hard|ADJ']"
997,1389,RT @SueKennedy19: #mkr Can someone punch that smug smirk off Kat's face please?,sexism,someone punch that smug smirk face please,"['punch|VERB', 'that|DET', 'smirk|ADJ', 'face|NOUN', 'please|INTJ']","['punch|VERB', 'smirk|ADJ', 'face|NOUN', 'please|INTJ']"
998,1390,"RT @EmilyyLam: With 14 teams on our screen, it means ONE GOOD THING. LESS KAT!!! And more people I like. #MKR #MKR2015",none,with teams screen means good thing less more people like,"['with|ADP', 'team|NOUN', 'screen|NOUN', 'mean|VERB', 'good|ADJ', 'thing|NOUN', 'less|ADV', 'more|ADJ', 'people|NOUN', 'like|SCONJ']","['team|NOUN', 'screen|NOUN', 'mean|VERB', 'good|ADJ', 'thing|NOUN', 'less|ADV', 'people|NOUN', 'like|SCONJ']"
999,1392,RT @norme73: #mkr i noticed Kat and Andre weren't in any of those upcoming clips. hehehehehee,none,noticed andre weren those upcoming clips hehehehehee,"['notice|VERB', 'weren|VERB', 'those|DET', 'upcoming|ADJ', 'clip|NOUN', 'hehehehehee|VERB']","['notice|VERB', 'upcoming|ADJ', 'clip|NOUN', 'hehehehehee|VERB']"
1000,1393,RT @TheDWridg: I hope Kat and Andre's kitchen burns down! Un-Australian their tactics! They can't be happy with that! #flogs #mkr,none,hope andre kitchen burns down australian their tactics they happy with that,"['burn|VERB', 'down|ADP', 'australian|ADJ', '-PRON-|DET', 'tactic|NOUN', 'happy|ADJ', 'with|ADP', 'that|DET']","['burn|VERB', 'australian|ADJ', 'tactic|NOUN', 'happy|ADJ']"
1001,1394,Kat and Andre must be pretty fucking shit cooks if you need to vote a team 1! #mkr2015 #mkr,none,andre must pretty fucking shit cooks need vote team,"['must|VERB', 'pretty|ADV', 'fucking|VERB', 'shit|NOUN', 'cook|NOUN', 'need|VERB', 'vote|NOUN', 'team|NOUN']","['must|VERB', 'pretty|ADV', 'fucking|VERB', 'shit|NOUN', 'cook|NOUN', 'need|VERB', 'vote|NOUN', 'team|NOUN']"
1002,1395,RT @MaddazMcNiece: #MKR Kat and Andre get to stay? Seriously? This is so unfair. So not impressed with the strategic scoring. Karma WILL be…,none,andre stay seriously this unfair impressed with strategic scoring karma will,"['stay|VERB', 'seriously|ADV', 'this|DET', 'unfair|ADJ', 'impress|VERB', 'with|ADP', 'strategic|ADJ', 'score|VERB', 'will|VERB']","['stay|VERB', 'seriously|ADV', 'unfair|ADJ', 'impress|VERB', 'strategic|ADJ', 'score|VERB']"
1003,1396,seriously colin stop smiling/smirking. frowning looks better on you. #mkr,sexism,seriously colin stop smiling smirking frowning looks better,"['seriously|ADV', 'stop|VERB', 'smile|VERB', 'smirk|VERB', 'frowning|ADJ', 'look|NOUN', 'well|ADJ']","['seriously|ADV', 'stop|VERB', 'smile|VERB', 'smirk|VERB', 'frowning|ADJ', 'look|NOUN', 'well|ADJ']"
1004,1397,i thought noone was eating the meatballs. who's annie even talking to? her imaginary friend?? #mkr,sexism,thought noone eating meatballs annie even talking imaginary friend,"['think|VERB', 'noone|NOUN', 'eat|VERB', 'meatball|NOUN', 'annie|NOUN', 'even|ADV', 'talk|VERB', 'imaginary|ADJ', 'friend|NOUN']","['think|VERB', 'noone|NOUN', 'eat|VERB', 'meatball|NOUN', 'annie|NOUN', 'even|ADV', 'talk|VERB', 'imaginary|ADJ', 'friend|NOUN']"
1005,1398,"'didn't blow my mind. it blew something else, if u know what i mean' #mkr",sexism,didn blow mind blew something else know what mean,"['mind|NOUN', 'blow|VERB', 'else|ADV', 'know|VERB', 'mean|VERB']","['mind|NOUN', 'blow|VERB', 'else|ADV', 'know|VERB', 'mean|VERB']"
1006,1400,did they end up making about 5 gozlemes in total? #mkr,none,they making about gozlemes total,"['make|VERB', 'about|ADP', 'gozleme|NOUN', 'total|ADJ']","['make|VERB', 'gozleme|NOUN', 'total|ADJ']"
1007,1401,is that kicking arse or is it actually punching someone in the face? #mkr,none,that kicking arse actually punching someone face,"['that|SCONJ', 'kick|VERB', 'actually|ADV', 'punch|VERB', 'face|NOUN']","['kick|VERB', 'actually|ADV', 'punch|VERB', 'face|NOUN']"
1008,1402,"'i got to taste ur food for the first time, just thinking how the hell did colin get all the good cooks?' #mkr #pete",none,taste food first time just thinking hell colin good cooks,"['taste|NOUN', 'food|NOUN', 'first|ADJ', 'time|NOUN', 'just|ADV', 'think|VERB', 'good|ADJ', 'cook|NOUN']","['taste|NOUN', 'food|NOUN', 'first|ADJ', 'time|NOUN', 'think|VERB', 'good|ADJ', 'cook|NOUN']"
1009,1403,"colin needs to go for a jog, pete maybe needs a gastric pump, colonic irrigation +/- dialysis. #mkr #paleo",none,colin needs pete maybe needs gastric pump colonic irrigation dialysis,"['need|VERB', 'maybe|ADV', 'need|VERB', 'gastric|ADJ', 'pump|NOUN', 'colonic|ADJ', 'irrigation|NOUN', 'dialysis|NOUN']","['need|VERB', 'maybe|ADV', 'need|VERB', 'gastric|ADJ', 'pump|NOUN', 'colonic|ADJ', 'irrigation|NOUN', 'dialysis|NOUN']"
1010,1404,"'your meatball was like rubbery cardboard, a bit like my leathery skin' #mkr #pete",none,your meatball like rubbery cardboard like leathery skin,"['-PRON-|DET', 'meatball|NOUN', 'like|SCONJ', 'rubbery|ADJ', 'cardboard|NOUN', 'like|SCONJ', 'leathery|NOUN', 'skin|NOUN']","['meatball|NOUN', 'like|SCONJ', 'rubbery|ADJ', 'cardboard|NOUN', 'like|SCONJ', 'leathery|NOUN', 'skin|NOUN']"
1011,1405,'pls vote for us for making u line up for 45mins' #mkr,none,vote making line mins,"['vote|NOUN', 'make|VERB', 'line|NOUN', 'min|NOUN']","['vote|NOUN', 'make|VERB', 'line|NOUN', 'min|NOUN']"
1012,1406,do ppl really care if they're the first mother/son team?? #mkr,none,really care they first mother team,"['really|ADV', 'care|VERB', 'first|ADJ', 'mother|NOUN', 'team|NOUN']","['really|ADV', 'care|VERB', 'first|ADJ', 'mother|NOUN', 'team|NOUN']"
1013,1407,did u know meatballs are a food of choice for ppl who frequent libraries or disneyland?? #mkr,none,know meatballs food choice frequent libraries disneyland,"['know|VERB', 'meatball|NOUN', 'food|NOUN', 'choice|NOUN', 'frequent|ADJ', 'library|NOUN']","['know|VERB', 'meatball|NOUN', 'food|NOUN', 'choice|NOUN', 'frequent|ADJ', 'library|NOUN']"
1014,1408,"candied pecans. com'n pete, u love it don't u. #mkr",none,candied pecans pete love,"['candy|VERB', 'pete|VERB', 'love|NOUN']","['candy|VERB', 'pete|VERB', 'love|NOUN']"
1015,1410,zero gozlemes for the blondes so far. this is kinda not even funny. #mkr,none,zero gozlemes blondes this kinda even funny,"['zero|NUM', 'gozleme|VERB', 'blonde|NOUN', 'this|DET', 'kinda|NOUN', 'even|ADV', 'funny|ADJ']","['zero|NUM', 'gozleme|VERB', 'blonde|NOUN', 'kinda|NOUN', 'even|ADV', 'funny|ADJ']"
1016,1411,tad ironic that celine chose to reference elephants. #mkr,none,ironic that celine chose reference elephants,"['ironic|ADJ', 'that|SCONJ', 'celine|NOUN', 'choose|VERB', 'reference|NOUN', 'elephant|NOUN']","['ironic|ADJ', 'celine|NOUN', 'choose|VERB', 'reference|NOUN', 'elephant|NOUN']"
1017,1412,Oh shock face from Kat....really???!??! #MKR,sexism,shock face from really,"['shock|NOUN', 'face|NOUN', 'from|ADP', 'really|ADV']","['shock|NOUN', 'face|NOUN', 'really|ADV']"
1018,1416,"RT @BrandonMcKenzie: Arghhhhh I want to kick in the television set right now, Kat you despicable rat #MKR",sexism,arghhhhh want kick television right despicable,"['want|VERB', 'television|NOUN', 'right|ADV', 'despicable|ADJ']","['want|VERB', 'television|NOUN', 'right|ADV', 'despicable|ADJ']"
1019,1418,Kat might as well go home now since she has no chance of beating the other teams #mkr,sexism,might well home since chance beating other teams,"['may|VERB', 'well|ADV', 'home|ADV', 'since|SCONJ', 'chance|NOUN', 'beat|VERB', 'other|ADJ', 'team|NOUN']","['may|VERB', 'well|ADV', 'home|ADV', 'since|SCONJ', 'chance|NOUN', 'beat|VERB', 'team|NOUN']"
1020,1419,I think Kat has done a pretty good job of humiliating herself already #mkr,sexism,think done pretty good humiliating herself already,"['think|VERB', 'do|VERB', 'pretty|ADV', 'good|ADJ', 'humiliating|NOUN', 'already|ADV']","['think|VERB', 'pretty|ADV', 'good|ADJ', 'humiliating|NOUN', 'already|ADV']"
1021,1420,Maybe we need a dedicated #mkr channel that goes 24/7,none,maybe need dedicated channel that goes,"['maybe|ADV', 'need|VERB', 'dedicated|ADJ', 'channel|NOUN', 'that|DET', 'go|VERB']","['maybe|ADV', 'need|VERB', 'dedicated|ADJ', 'channel|NOUN', 'go|VERB']"
1022,1425,@stweet_heart did @Channel7 just edit your tweet on screen? #mkr,none,just edit your tweet screen,"['just|ADV', 'edit|VERB', '-PRON-|DET', 'tweet|NOUN', 'screen|NOUN']","['edit|VERB', 'tweet|NOUN', 'screen|NOUN']"
1023,1428,The blondies eliminated ... Feckkkk #mkr,sexism,blondies eliminated feckkkk,"['blondie|NOUN', 'eliminate|VERB', 'feckkkk|ADJ']","['blondie|NOUN', 'eliminate|VERB', 'feckkkk|ADJ']"
1024,1430,Thanks for making #mkr an unbearable watch @Channel7. #stopdraggingitout!!,none,thanks making unbearable watch,"['thank|NOUN', 'make|VERB', 'unbearable|ADJ', 'watch|NOUN']","['thank|NOUN', 'make|VERB', 'unbearable|ADJ', 'watch|NOUN']"
1025,1431,Seriously. Crazy-eyes is staying? #MKR,sexism,seriously crazy eyes staying,"['seriously|ADV', 'crazy|ADJ', 'eye|NOUN', 'stay|VERB']","['seriously|ADV', 'crazy|ADJ', 'eye|NOUN', 'stay|VERB']"
1026,1432,Bloody hell! How many more times can we see these people cook at home? #MKR,none,bloody hell many more times these people cook home,"['bloody|ADJ', 'many|ADJ', 'more|ADJ', 'time|NOUN', 'these|DET', 'people|NOUN', 'cook|VERB', 'home|ADV']","['bloody|ADJ', 'many|ADJ', 'time|NOUN', 'people|NOUN', 'cook|VERB', 'home|ADV']"
1027,1434,Colin still hasnt washed his hair. #MKR,none,colin still hasnt washed hair,"['still|ADV', 'have|AUX', 'not|PART', 'wash|VERB', 'hair|NOUN']","['still|ADV', 'wash|VERB', 'hair|NOUN']"
1028,1435,"You ""fought hard"" so it ""wouldn't be fair"" to be eliminated? Are you joking me? You scored unfairly the whole time! #mkr",sexism,fought hard wouldn fair eliminated joking scored unfairly whole time,"['fight|VERB', 'eliminate|VERB', 'joking|NOUN', 'score|VERB', 'unfairly|ADV', 'whole|ADJ', 'time|NOUN']","['fight|VERB', 'eliminate|VERB', 'joking|NOUN', 'score|VERB', 'unfairly|ADV', 'whole|ADJ', 'time|NOUN']"
1029,1436,Kat is an absolutely disgusting human being. #mkr,sexism,absolutely disgusting human being,"['absolutely|ADV', 'disgusting|ADJ', 'human|ADJ', 'being|NOUN']","['absolutely|ADV', 'disgusting|ADJ', 'human|ADJ']"
1030,1437,"I seriously think that ""to perfection"" has become my absolute least favourite phrase ever uttered in the history of humanity. #mkr",none,seriously think that perfection become absolute least favourite phrase ever uttered history humanity,"['seriously|ADV', 'think|VERB', 'that|SCONJ', 'perfection|NOUN', 'become|VERB', 'absolute|ADJ', 'least|ADJ', 'favourite|ADJ', 'phrase|NOUN', 'ever|ADV', 'utter|VERB', 'history|NOUN', 'humanity|NOUN']","['seriously|ADV', 'think|VERB', 'perfection|NOUN', 'become|VERB', 'absolute|ADJ', 'least|ADJ', 'favourite|ADJ', 'phrase|NOUN', 'ever|ADV', 'utter|VERB', 'history|NOUN', 'humanity|NOUN']"
1031,1438,Kat and Andre-you need to go. Kat is disgusting and her personality is black #mkr #bitch,sexism,andre need disgusting personality black,"['need|VERB', 'disgust|VERB', 'personality|NOUN', 'black|NOUN']","['need|VERB', 'disgust|VERB', 'personality|NOUN', 'black|NOUN']"
1032,1439,@cmsavage71 I can't believe the result! I would have voted strategically to make sure Kat and Andre didn't make it!! #mkr,none,believe result would have voted strategically make sure andre didn make,"['would|VERB', 'have|AUX', 'vote|VERB', 'strategically|ADV', 'make|VERB', 'sure|ADJ', 'make|VERB']","['would|VERB', 'vote|VERB', 'strategically|ADV', 'make|VERB', 'sure|ADJ', 'make|VERB']"
1033,1440,I want to slap that stupid smirk off Kat's face. What a horrible cow! #MKR,sexism,want slap that stupid smirk face what horrible,"['want|VERB', 'slap|VERB', 'that|DET', 'stupid|ADJ', 'face|VERB', 'horrible|ADJ']","['want|VERB', 'slap|VERB', 'stupid|ADJ', 'face|VERB', 'horrible|ADJ']"
1034,1441,"As much as I disliked Katie and Nikki, they deserved to stay. I'm quietly hoping a rogue frying pan 'knocks' Kat out of the competition #MKR",none,much disliked katie nikki they deserved stay quietly hoping rogue frying knocks competition,"['much|ADJ', 'deserve|VERB', 'stay|VERB', 'quietly|ADV', 'hope|VERB', 'rogue|NOUN', 'frying|NOUN', 'knock|NOUN', 'competition|NOUN']","['much|ADJ', 'deserve|VERB', 'stay|VERB', 'quietly|ADV', 'hope|VERB', 'rogue|NOUN', 'frying|NOUN', 'knock|NOUN', 'competition|NOUN']"
1035,1442,Throwing shit around because Kat is impossible to deal with. #MKR #MKR2015,sexism,throwing shit around because impossible deal with,"['throw|VERB', 'shit|NOUN', 'around|ADV', 'because|SCONJ', 'impossible|ADJ', 'deal|NOUN', 'with|ADP']","['throw|VERB', 'shit|NOUN', 'around|ADV', 'impossible|ADJ', 'deal|NOUN']"
1036,1444,"If someone has to get the highest score in history: 

It better be Eva &amp; Debra or Sherie &amp; Emilie. 

#MKR #MKR2015",none,someone highest score history better debra sherie emilie,"['high|ADJ', 'score|NOUN', 'history|NOUN', 'well|ADJ']","['high|ADJ', 'score|NOUN', 'history|NOUN', 'well|ADJ']"
1037,1445,"Let it sink in that it's now MARCH and we're STILL doing instant restaurants. When's this season gonna finish, 2016? #MKR #MKR2015",none,sink that march still doing instant restaurants when this season gonna finish,"['sink|VERB', 'that|DET', 'still|ADV', 'do|VERB', 'instant|ADJ', 'restaurant|NOUN', 'when|ADV', 'this|DET', 'season|NOUN', 'go|VERB', 'to|PART', 'finish|VERB']","['sink|VERB', 'still|ADV', 'instant|ADJ', 'restaurant|NOUN', 'season|NOUN', 'go|VERB', 'finish|VERB']"
1038,1447,"Out of these six, I like 3 couple I think. #mkr #mkr2015",none,these like couple think,"['these|DET', 'like|INTJ', 'couple|NOUN', 'think|VERB']","['like|INTJ', 'couple|NOUN', 'think|VERB']"
1039,1448,RT @blooodygorgeous: Kat missed the op to redeem herself in the kitchen but also in the character stakes #mkr #shameshameshame,none,missed redeem herself kitchen also character stakes,"['kitchen|NOUN', 'also|ADV', 'character|NOUN', 'stake|NOUN']","['kitchen|NOUN', 'also|ADV', 'character|NOUN', 'stake|NOUN']"
1040,1449,"With 14 teams on our screen, it means ONE GOOD THING. LESS KAT!!! And more people I like. #MKR #MKR2015",none,with teams screen means good thing less more people like,"['with|ADP', 'team|NOUN', 'screen|NOUN', 'mean|VERB', 'good|ADJ', 'thing|NOUN', 'less|ADV', 'more|ADJ', 'people|NOUN', 'like|SCONJ']","['team|NOUN', 'screen|NOUN', 'mean|VERB', 'good|ADJ', 'thing|NOUN', 'less|ADV', 'people|NOUN', 'like|SCONJ']"
1041,1450,Oh really? No more instant restaurants? THAT'S SHOCKING. #MKR #MKR2015,none,really more instant restaurants that shocking,"['really|ADV', 'more|ADV', 'instant|ADJ', 'restaurant|NOUN', 'that|DET', 'shocking|NOUN']","['really|ADV', 'instant|ADJ', 'restaurant|NOUN', 'shocking|NOUN']"
1042,1453,RT @SkyeLittlejohn: They shouldn't keep shitty people in a cooking competition for ratings. How about you focus on people who CAN ACTUALLY …,none,they shouldn keep shitty people cooking competition ratings about focus people actually,"['shouldn|ADV', 'keep|VERB', 'shitty|ADJ', 'people|NOUN', 'cook|VERB', 'competition|NOUN', 'rating|NOUN', 'about|ADP', 'focus|ADJ', 'people|NOUN', 'actually|ADV']","['keep|VERB', 'shitty|ADJ', 'people|NOUN', 'cook|VERB', 'competition|NOUN', 'rating|NOUN', 'focus|ADJ', 'people|NOUN', 'actually|ADV']"
1043,1454,I guess we all hate Kat and Andrea but they all hated the frauleins more.You bitches cant win nor beat kat the dog #mkr #sorrybraunhilders,sexism,guess hate andrea they hated frauleins more bitches cant beat,"['guess|VERB', 'hate|VERB', 'fraulein|VERB', 'more|ADJ', 'bitch|NOUN', 'can|VERB', 'not|PART', 'beat|VERB']","['guess|VERB', 'hate|VERB', 'fraulein|VERB', 'bitch|NOUN', 'beat|VERB']"
1044,1456,"""Bubble and squeak"" or ""terrible and shit"" ? Thats the question #mkr",none,bubble squeak terrible shit thats question,"['terrible|ADJ', 'shit|NOUN', 'that|DET', 's|VERB', 'question|NOUN']","['terrible|ADJ', 'shit|NOUN', 'question|NOUN']"
1045,1459,RT @WittySam: Kat is super confident that her dish is a winner. Cut to negative comments. I'm so happy! #mkr,none,super confident that dish winner negative comments happy,"['super|ADV', 'confident|ADJ', 'that|SCONJ', 'dish|ADJ', 'winner|NOUN', 'negative|ADJ', 'comment|NOUN', 'happy|ADJ']","['super|ADV', 'confident|ADJ', 'dish|ADJ', 'winner|NOUN', 'negative|ADJ', 'comment|NOUN', 'happy|ADJ']"
1046,1460,So no beans on toast? Assholes! Call that camping breakfast? #ohCommon! #mkr,none,beans toast assholes call that camping breakfast,"['asshole|NOUN', 'call|VERB', 'that|DET', 'camping|NOUN', 'breakfast|NOUN']","['asshole|NOUN', 'call|VERB', 'camping|NOUN', 'breakfast|NOUN']"
1047,1461,"I reckon Rob And Dave could serve shit on a stick and those scabs, I mean campers would eat anything #mkr #freeloaders #fcknYobs",none,reckon dave could serve shit stick those scabs mean campers would anything,"['could|VERB', 'serve|VERB', 'shit|NOUN', 'stick|VERB', 'those|DET', 'scab|NOUN', 'mean|VERB', 'camper|NOUN', 'would|VERB']","['could|VERB', 'serve|VERB', 'shit|NOUN', 'stick|VERB', 'scab|NOUN', 'mean|VERB', 'camper|NOUN', 'would|VERB']"
1048,1462,I would eat those pancakes for sure!  #mkr,none,would those pancakes sure,"['would|VERB', 'those|DET', 'pancake|NOUN', 'sure|ADJ']","['would|VERB', 'pancake|NOUN', 'sure|ADJ']"
1049,1463,I cant believe Vicky and Celine didnt just make fully sick fish and chips vre #mkr,none,cant believe vicky celine didnt just make fully sick fish chips,"['can|VERB', 'not|PART', 'believe|VERB', 'do|AUX', 'not|PART', 'just|ADV', 'make|VERB', 'fully|ADV', 'sick|ADJ', 'fish|NOUN', 'chip|NOUN']","['believe|VERB', 'make|VERB', 'fully|ADV', 'sick|ADJ', 'fish|NOUN', 'chip|NOUN']"
1050,1464,I want to just slap that smug look off Kats face. #annoying #mkr @mykitchenrules,sexism,want just slap that smug look kats face,"['want|VERB', 'just|ADV', 'slap|VERB', 'that|DET', 'smug|ADJ', 'look|NOUN', 'kat|VERB', 'face|NOUN']","['want|VERB', 'slap|VERB', 'smug|ADJ', 'look|NOUN', 'kat|VERB', 'face|NOUN']"
1051,1467,Piss off Kat with that stupid smile on your face #MKR,sexism,piss with that stupid smile your face,"['piss|VERB', 'with|ADP', 'that|DET', 'stupid|ADJ', 'smile|NOUN', '-PRON-|DET', 'face|NOUN']","['piss|VERB', 'stupid|ADJ', 'smile|NOUN', 'face|NOUN']"
1052,1468,The scoring wasn't even done honestly #MKR,none,scoring wasn even done honestly,"['score|VERB', 'even|ADV', 'do|VERB', 'honestly|ADV']","['score|VERB', 'even|ADV', 'honestly|ADV']"
1053,1471,Kat from MKR is a smirking bogan. Please go. #mkr,sexism,from smirking bogan please,"['from|ADP', 'smirk|VERB', 'bogan|NOUN', 'please|INTJ']","['smirk|VERB', 'bogan|NOUN', 'please|INTJ']"
1054,1475,"Drasko trying to use his fork to eat the breadcrumbs...

#mkr http://t.co/lS4y9U9TVZ",none,drasko trying fork breadcrumbs,"['try|VERB', 'fork|NOUN', 'breadcrumb|NOUN']","['try|VERB', 'fork|NOUN', 'breadcrumb|NOUN']"
1055,1476,I'm amazed that #mkr could actually find a tweet of mine acceptable for television ... Clearly there's not enough swearing! #fuck,none,amazed that could actually find tweet mine acceptable television clearly there enough swearing,"['amazed|ADJ', 'that|DET', 'could|VERB', 'actually|ADV', 'find|VERB', 'tweet|NOUN', 'mine|NOUN', 'acceptable|ADJ', 'television|NOUN', 'clearly|ADV', 'there|ADV', 'enough|ADJ', 'swearing|NOUN']","['amazed|ADJ', 'could|VERB', 'actually|ADV', 'find|VERB', 'tweet|NOUN', 'mine|NOUN', 'acceptable|ADJ', 'television|NOUN', 'clearly|ADV', 'enough|ADJ', 'swearing|NOUN']"
1056,1478,"Did she really just tell them that in order to walk you just 'put one foot in front of the other'?

#mkr http://t.co/x84K6g1Ag7",none,really just tell them that order walk just foot front other,"['really|ADV', 'just|ADV', 'tell|VERB', 'that|SCONJ', 'order|NOUN', 'walk|VERB', 'just|ADV', 'foot|NOUN', 'front|NOUN', 'other|ADJ']","['really|ADV', 'tell|VERB', 'order|NOUN', 'walk|VERB', 'foot|NOUN', 'front|NOUN']"
1057,1479,"I still refuse to believe that his real name is Drasko! 

#mkr",none,still refuse believe that real name drasko,"['still|ADV', 'refuse|VERB', 'believe|VERB', 'that|SCONJ', 'real|ADJ', 'name|NOUN', 'drasko|NOUN']","['still|ADV', 'refuse|VERB', 'believe|VERB', 'real|ADJ', 'name|NOUN', 'drasko|NOUN']"
1058,1480,"All of that is on tomorrow? ... Wow, it's going to be a long episode! 

#mkr",none,that tomorrow going long episode,"['that|DET', 'tomorrow|NOUN', 'go|VERB', 'long|ADJ', 'episode|NOUN']","['tomorrow|NOUN', 'go|VERB', 'long|ADJ', 'episode|NOUN']"
